word_JAP,word_US,word_POS,phrase_JAP,img_title,img_series,length,confidence,word_freq,hiragana_ratio,katakana_ratio,kanji_ratio
第,1.,unknown,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma Baki,1,0.78,0.0144,0.0,0.0,1.0
金,gold,noun,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma Baki,1,0.78,0.0009,0.0,0.0,1.0
異種,Distinct species,noun,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma Baki,2,0.78,0.0009,0.0,0.0,1.0
格闘,Fighting,noun,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma Baki,2,0.78,0.0014,0.0,0.0,1.0
技,Technique,unknown,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma Baki,1,0.78,0.0006,0.0,0.0,1.0
第,1.,unknown,第話,DL-Raw.Net_103 (2).jpg,Hanma Baki,1,0.97,0.0144,0.0,0.0,1.0
話,story,noun,第話,DL-Raw.Net_103 (2).jpg,Hanma Baki,1,0.97,0.0136,0.0,0.0,1.0
ナイフ,knife,noun,ナイフもフォクも,DL-Raw.Net_104 (2).jpg,Hanma Baki,3,0.99,0.0003,0.0,1.0,0.0
フォク,Fok,noun,ナイフもフォクも,DL-Raw.Net_104 (2).jpg,Hanma Baki,3,0.99,0.0003,0.0,1.0,0.0
まるで,It's like,adverb,まるで必要ない,DL-Raw.Net_104 (2).jpg,Hanma Baki,3,1.00,0.0006,1.0,0.0,0.0
必要,need,noun,まるで必要ない,DL-Raw.Net_104 (2).jpg,Hanma Baki,2,1.00,0.0009,0.0,0.0,1.0
ない,do not have,adjective,まるで必要ない,DL-Raw.Net_104 (2).jpg,Hanma Baki,2,1.00,0.0173,1.0,0.0,0.0
そもそも,in the first place,noun,そもそも,DL-Raw.Net_104 (2).jpg,Hanma Baki,4,1.00,0.0003,1.0,0.0,0.0
養,Nutrition,noun,養事はパンと,DL-Raw.Net_104 (2).jpg,Hanma Baki,1,0.92,0.0014,0.0,0.0,1.0
事,case,unknown,養事はパンと,DL-Raw.Net_104 (2).jpg,Hanma Baki,1,0.92,0.0012,0.0,0.0,1.0
パン,bread,noun,養事はパンと,DL-Raw.Net_104 (2).jpg,Hanma Baki,2,0.92,0.0003,0.0,1.0,0.0
カップ,cup,noun,カップスプのみ,DL-Raw.Net_104 (2).jpg,Hanma Baki,3,0.98,0.0003,0.0,1.0,0.0
スプ,Sp,noun,カップスプのみ,DL-Raw.Net_104 (2).jpg,Hanma Baki,2,0.98,0.0003,0.0,1.0,0.0
こんな,This,adnominal,こんな状態じゃ,DL-Raw.Net_104 (2).jpg,Hanma Baki,3,0.92,0.0023,1.0,0.0,0.0
状態,situation,noun,こんな状態じゃ,DL-Raw.Net_104 (2).jpg,Hanma Baki,2,0.92,0.0003,0.0,0.0,1.0
じゃ,well,auxiliary verb,こんな状態じゃ,DL-Raw.Net_104 (2).jpg,Hanma Baki,2,0.92,0.002,1.0,0.0,0.0
スプン,Spun,noun,スプン塁,DL-Raw.Net_104 (2).jpg,Hanma Baki,3,0.88,0.0003,0.0,1.0,0.0
塁,base,noun,スプン塁,DL-Raw.Net_104 (2).jpg,Hanma Baki,1,0.88,0.0003,0.0,0.0,1.0
倹,Thrift,noun,倹えゃしない,DL-Raw.Net_104 (2).jpg,Hanma Baki,1,0.88,0.0003,0.0,0.0,1.0
ない,do not have,auxiliary verb,倹えゃしない,DL-Raw.Net_104 (2).jpg,Hanma Baki,2,0.88,0.0173,1.0,0.0,0.0
名,given name,noun,の名は,DL-Raw.Net_104.jpg,Hanma Baki,1,0.95,0.0017,0.0,0.0,1.0
実,fruit,unknown,実勃旨から,DL-Raw.Net_105 (2).jpg,Hanma Baki,1,0.69,0.0012,0.0,0.0,1.0
勃旨,Erection,noun,実勃旨から,DL-Raw.Net_105 (2).jpg,Hanma Baki,2,0.69,0.0003,0.0,0.0,1.0
笑,lol,noun,笑統嶺き,DL-Raw.Net_105 (2).jpg,Hanma Baki,1,0.72,0.0026,0.0,0.0,1.0
統,Independence,noun,笑統嶺き,DL-Raw.Net_105 (2).jpg,Hanma Baki,1,0.72,0.0006,0.0,0.0,1.0
嶺,Ridge,noun,笑統嶺き,DL-Raw.Net_105 (2).jpg,Hanma Baki,1,0.72,0.0003,0.0,0.0,1.0
エラい,It's erratic,adjective,エラいめに,DL-Raw.Net_105 (2).jpg,Hanma Baki,3,1.00,0.0003,0.3333,0.6667,0.0
遭っ,Encounter,verb,遭っとるな,DL-Raw.Net_105 (2).jpg,Hanma Baki,2,1.00,0.0003,0.5,0.0,0.5
とる,Take it,auxiliary verb,遭っとるな,DL-Raw.Net_105 (2).jpg,Hanma Baki,2,1.00,0.0003,1.0,0.0,0.0
ミスタ,Mister,noun,ミスタ,DL-Raw.Net_105 (2).jpg,Hanma Baki,3,1.00,0.0023,0.0,1.0,0.0
あの,that,interjection,あの第,DL-Raw.Net_105 (2).jpg,Hanma Baki,2,0.87,0.0046,1.0,0.0,0.0
第,1.,unknown,あの第,DL-Raw.Net_105 (2).jpg,Hanma Baki,1,0.87,0.0144,0.0,0.0,1.0
衙署,The king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king,noun,衙署,DL-Raw.Net_105 (2).jpg,Hanma Baki,2,0.66,0.0003,0.0,0.0,1.0
なん,what,unknown,なんスか,DL-Raw.Net_105 (2).jpg,Hanma Baki,2,0.91,0.0049,1.0,0.0,0.0
あの,that,interjection,たあの士,DL-Raw.Net_105.jpg,Hanma Baki,2,0.89,0.0046,1.0,0.0,0.0
士,Senior,noun,たあの士,DL-Raw.Net_105.jpg,Hanma Baki,1,0.89,0.0003,0.0,0.0,1.0
言っ,Say,verb,言っても,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.98,0.0012,0.5,0.0,0.5
誰,who,unknown,誰も知らぬ国,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.92,0.0023,0.0,0.0,1.0
知ら,Not known,verb,誰も知らぬ国,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.92,0.0009,0.5,0.0,0.5
国,country,noun,誰も知らぬ国,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.92,0.0017,0.0,0.0,1.0
ジュンゲバル,Junggebar,noun,ジュンゲバル,DL-Raw.Net_106 (2).jpg,Hanma Baki,6,0.96,0.0003,0.0,1.0,0.0
業,Work,noun,業世,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.78,0.0012,0.0,0.0,1.0
世,world,unknown,業世,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.78,0.0017,0.0,0.0,1.0
かつて,Once upon a time,adverb,かつては,DL-Raw.Net_106 (2).jpg,Hanma Baki,3,1.00,0.0003,1.0,0.0,0.0
南,South,noun,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.98,0.0003,0.0,0.0,1.0
来,Come,unknown,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.98,0.0012,0.0,0.0,1.0
一,one,noun,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.98,0.004,0.0,0.0,1.0
離島,Remote islands,noun,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.98,0.0003,0.0,0.0,1.0
すぎ,Too much,verb,すぎなかった,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,1.00,0.0003,1.0,0.0,0.0
なかっ,Not,auxiliary verb,すぎなかった,DL-Raw.Net_106 (2).jpg,Hanma Baki,3,1.00,0.0012,1.0,0.0,0.0
演学,Acting,noun,演学はワカらぬが,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.92,0.0003,0.0,0.0,1.0
ワカ,Wow,noun,演学はワカらぬが,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.92,0.0017,0.0,1.0,0.0
ジュン,Jun,noun,ジュン,DL-Raw.Net_106 (2).jpg,Hanma Baki,3,0.87,0.0003,0.0,1.0,0.0
たしか,I'm sure,adverb,たしかこんない,DL-Raw.Net_106 (2).jpg,Hanma Baki,3,0.88,0.0009,1.0,0.0,0.0
こん,dark blue,verb,たしかこんない,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.88,0.0009,1.0,0.0,0.0
ない,do not have,auxiliary verb,たしかこんない,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.88,0.0173,1.0,0.0,0.0
美,Beauty,noun,美語では,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.96,0.0003,0.0,0.0,1.0
語,word,noun,美語では,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.96,0.0006,0.0,0.0,1.0
ゲバ,Gaba,noun,ゲバルで,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,1.00,0.0029,0.0,1.0,0.0
這っ,Crawl,verb,這っている,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.85,0.0003,0.5,0.0,0.5
いる,There is,verb,這っている,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,0.85,0.0113,1.0,0.0,0.0
夫,husband,noun,ガ夫にも,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.76,0.0003,0.0,0.0,1.0
満た,Filled,verb,満たぬ,DL-Raw.Net_106 (2).jpg,Hanma Baki,2,1.00,0.0003,0.5,0.0,0.5
小さな,Small,adnominal,小さな,DL-Raw.Net_106 (2).jpg,Hanma Baki,3,1.00,0.0012,0.6667,0.0,0.3333
小さな,Small,adnominal,小さな国,DL-Raw.Net_106 (2).jpg,Hanma Baki,3,0.95,0.0012,0.6667,0.0,0.3333
国,country,noun,小さな国,DL-Raw.Net_106 (2).jpg,Hanma Baki,1,0.95,0.0017,0.0,0.0,1.0
思,Think,verb,思んばげでる,DL-Raw.Net_106.jpg,Hanma Baki,1,0.69,0.0017,0.0,0.0,1.0
でる,Go out,auxiliary verb,思んばげでる,DL-Raw.Net_106.jpg,Hanma Baki,2,0.69,0.0009,1.0,0.0,0.0
見,look,verb,めを見て,DL-Raw.Net_106.jpg,Hanma Baki,1,0.74,0.0032,0.0,0.0,1.0
緊張,tension,noun,緊張している,DL-Raw.Net_106.jpg,Hanma Baki,2,0.66,0.0003,0.0,0.0,1.0
いる,There is,verb,緊張している,DL-Raw.Net_106.jpg,Hanma Baki,2,0.66,0.0113,1.0,0.0,0.0
パキ,Paki,adverb,パキさんの脳が,DL-Raw.Net_106.jpg,Hanma Baki,2,0.76,0.002,0.0,1.0,0.0
さん,Mr. Miss.,unknown,パキさんの脳が,DL-Raw.Net_106.jpg,Hanma Baki,2,0.76,0.0052,1.0,0.0,0.0
脳,brain,noun,パキさんの脳が,DL-Raw.Net_106.jpg,Hanma Baki,1,0.76,0.0006,0.0,0.0,1.0
造り出し,Creation,verb,造り出した,DL-Raw.Net_106.jpg,Hanma Baki,4,0.85,0.0003,0.5,0.0,0.5
見,look,verb,見九ない,DL-Raw.Net_106.jpg,Hanma Baki,1,0.67,0.0032,0.0,0.0,1.0
九,Nine,noun,見九ない,DL-Raw.Net_106.jpg,Hanma Baki,1,0.67,0.0003,0.0,0.0,1.0
ない,do not have,adjective,見九ない,DL-Raw.Net_106.jpg,Hanma Baki,2,0.67,0.0173,1.0,0.0,0.0
もともと,Originally,adverb,もともと,DL-Raw.Net_107 (2).jpg,Hanma Baki,4,1.00,0.0003,1.0,0.0,0.0
盗み,steal,noun,盗みはやる,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,0.99,0.0003,0.5,0.0,0.5
やる,do,verb,盗みはやる,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,0.99,0.0009,1.0,0.0,0.0
懇,Begging,noun,懇鳴はやるの,DL-Raw.Net_107 (2).jpg,Hanma Baki,1,0.76,0.0003,0.0,0.0,1.0
鳴,Sound,noun,懇鳴はやるの,DL-Raw.Net_107 (2).jpg,Hanma Baki,1,0.76,0.0003,0.0,0.0,1.0
やる,do,verb,懇鳴はやるの,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,0.76,0.0009,1.0,0.0,0.0
手,hand,noun,手のつけられん,DL-Raw.Net_107 (2).jpg,Hanma Baki,1,1.00,0.002,0.0,0.0,1.0
つけ,Tight,verb,手のつけられん,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0003,1.0,0.0,0.0
られ,Is it possible,auxiliary verb,手のつけられん,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.002,1.0,0.0,0.0
未,Not available,unknown,未賞じやった,DL-Raw.Net_107 (2).jpg,Hanma Baki,1,0.86,0.0014,0.0,0.0,1.0
賞,award,noun,未賞じやった,DL-Raw.Net_107 (2).jpg,Hanma Baki,1,0.86,0.0006,0.0,0.0,1.0
やっ,That's it,auxiliary verb,未賞じやった,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,0.86,0.0006,1.0,0.0,0.0
よく,often,adverb,よくある,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0009,1.0,0.0,0.0
ある,be,verb,よくある,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0038,1.0,0.0,0.0
よく,often,adverb,よくある,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0009,1.0,0.0,0.0
ある,be,verb,よくある,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0038,1.0,0.0,0.0
スナン,Sunan,noun,スナンでは,DL-Raw.Net_107 (2).jpg,Hanma Baki,3,0.75,0.0003,0.0,1.0,0.0
ナンド,Nando,noun,ハナンド,DL-Raw.Net_107 (2).jpg,Hanma Baki,3,0.67,0.0003,0.0,1.0,0.0
ない,do not have,adjective,ない,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0173,1.0,0.0,0.0
ゲバ,Gaba,noun,ゲバルの,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0029,0.0,1.0,0.0
やっ,That's it,verb,やっていた,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,0.99,0.0006,1.0,0.0,0.0
未,Not available,unknown,未良とは,DL-Raw.Net_107 (2).jpg,Hanma Baki,1,0.83,0.0014,0.0,0.0,1.0
良,good,noun,未良とは,DL-Raw.Net_107 (2).jpg,Hanma Baki,1,0.83,0.0009,0.0,0.0,1.0
路上,On the street,noun,路上ではない,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,0.98,0.0003,0.0,0.0,1.0
ない,do not have,adjective,路上ではない,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,0.98,0.0173,1.0,0.0,0.0
はやい,quick,adjective,はやいハナシが,DL-Raw.Net_107 (2).jpg,Hanma Baki,3,0.96,0.0003,1.0,0.0,0.0
ハナシ,Flowers,noun,はやいハナシが,DL-Raw.Net_107 (2).jpg,Hanma Baki,3,0.96,0.0006,0.0,1.0,0.0
かいぞく,I'm gonna,noun,かいぞく,DL-Raw.Net_107 (2).jpg,Hanma Baki,4,1.00,0.0003,1.0,0.0,0.0
海賊,Pirates,noun,海賊じゃな,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.0003,0.0,0.0,1.0
じゃ,well,auxiliary verb,海賊じゃな,DL-Raw.Net_107 (2).jpg,Hanma Baki,2,1.00,0.002,1.0,0.0,0.0
二,two,noun,二気に優え,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.72,0.0006,0.0,0.0,1.0
気,air,noun,二気に優え,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.72,0.0043,0.0,0.0,1.0
優,Yu,unknown,二気に優え,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.72,0.0006,0.0,0.0,1.0
気,air,noun,気に制屋,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.86,0.0043,0.0,0.0,1.0
制,System,unknown,気に制屋,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.86,0.0006,0.0,0.0,1.0
屋,House,unknown,気に制屋,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.86,0.0009,0.0,0.0,1.0
やり,Do it,verb,やり芳は,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.97,0.0003,1.0,0.0,0.0
芳,Fragrance,noun,やり芳は,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.97,0.0003,0.0,0.0,1.0
いたって,That's right,adverb,いたって単鞘,DL-Raw.Net_108 (2).jpg,Hanma Baki,4,0.74,0.0003,1.0,0.0,0.0
単,single,noun,いたって単鞘,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.74,0.0006,0.0,0.0,1.0
鞘,sheath,unknown,いたって単鞘,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.74,0.0006,0.0,0.0,1.0
著語,Author,noun,著語の逢路を,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.70,0.0003,0.0,0.0,1.0
逢路,Aoji,noun,著語の逢路を,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.70,0.0003,0.0,0.0,1.0
好,Good,unknown,好害し標止させる,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.84,0.0012,0.0,0.0,1.0
害し,Harm,verb,好害し標止させる,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.84,0.0003,0.5,0.0,0.5
標,Signal,noun,好害し標止させる,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.84,0.0003,0.0,0.0,1.0
止さ,Stop,verb,好害し標止させる,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.84,0.0003,0.5,0.0,0.5
せる,Let it,auxiliary verb,好害し標止させる,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.84,0.0003,1.0,0.0,0.0
品,Product,noun,品強奪,DL-Raw.Net_108 (2).jpg,Hanma Baki,1,0.79,0.0014,0.0,0.0,1.0
強奪,Stolen,noun,品強奪,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.79,0.0003,0.0,0.0,1.0
ロプ,Lop,noun,ロプを,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,1.00,0.0003,0.0,1.0,0.0
使用,use,noun,使用し,DL-Raw.Net_108 (2).jpg,Hanma Baki,2,0.99,0.002,0.0,0.0,1.0
白,white,noun,白の通けだ,DL-Raw.Net_108.jpg,Hanma Baki,1,0.68,0.0003,0.0,0.0,1.0
通,Continue,noun,白の通けだ,DL-Raw.Net_108.jpg,Hanma Baki,1,0.68,0.0009,0.0,0.0,1.0
さん,Mr. Miss.,unknown,キさんの,DL-Raw.Net_108.jpg,Hanma Baki,2,0.88,0.0052,1.0,0.0,0.0
伽,Amazing,noun,伽キロとの点や,DL-Raw.Net_108.jpg,Hanma Baki,1,0.69,0.0006,0.0,0.0,1.0
キロ,Kilo,noun,伽キロとの点や,DL-Raw.Net_108.jpg,Hanma Baki,2,0.69,0.0006,0.0,1.0,0.0
点,point,noun,伽キロとの点や,DL-Raw.Net_108.jpg,Hanma Baki,1,0.69,0.0009,0.0,0.0,1.0
幼,Young,noun,幼歩期から祖交に,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.89,0.0003,0.0,0.0,1.0
歩,Walk,noun,幼歩期から祖交に,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.89,0.0006,0.0,0.0,1.0
期,Period,noun,幼歩期から祖交に,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.89,0.0006,0.0,0.0,1.0
祖,The ancestor,noun,幼歩期から祖交に,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.89,0.0003,0.0,0.0,1.0
交,Intercourse,noun,幼歩期から祖交に,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.89,0.0003,0.0,0.0,1.0
ここ,here,unknown,ここでハナシが,DL-Raw.Net_109 (2).jpg,Hanma Baki,2,1.00,0.0014,1.0,0.0,0.0
ハナシ,Flowers,noun,ここでハナシが,DL-Raw.Net_109 (2).jpg,Hanma Baki,3,1.00,0.0006,0.0,1.0,0.0
終わる,It's over,verb,終わるなら,DL-Raw.Net_109 (2).jpg,Hanma Baki,3,1.00,0.0003,0.6667,0.0,0.3333
なら,If so,auxiliary verb,終わるなら,DL-Raw.Net_109 (2).jpg,Hanma Baki,2,1.00,0.004,1.0,0.0,0.0
式,formula,noun,式術の業才教育を,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.76,0.0003,0.0,0.0,1.0
術,Technique,noun,式術の業才教育を,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.76,0.0003,0.0,0.0,1.0
業,Work,noun,式術の業才教育を,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.76,0.0012,0.0,0.0,1.0
才,Talent,noun,式術の業才教育を,DL-Raw.Net_109 (2).jpg,Hanma Baki,1,0.76,0.0003,0.0,0.0,1.0
教育,education,noun,式術の業才教育を,DL-Raw.Net_109 (2).jpg,Hanma Baki,2,0.76,0.0003,0.0,0.0,1.0
